Year; Month;  Monthly Anomaly;Monthly Unc.;  Annual Anomaly; Annual Unc.;  Five-year Anomaly; Five-year Unc.; Ten-year  Anomaly; Ten-year Unc.;   Twenty-year Anomaly; Twenty-year Unc.
1872;12;-0.501;0.303;-0.275;0.105;-0.318;0.089;-0.269;0.105;-0.253;0.106
1873;1;-0.332;0.241;-0.279;0.107;-0.321;0.09;-0.265;0.105;-0.254;0.105
1873;2;-0.109;0.248;-0.287;0.107;-0.321;0.09;-0.257;0.103;-0.255;0.105
1873;3;-0.29;0.211;-0.302;0.112;-0.322;0.09;-0.249;0.102;-0.254;0.105
1873;4;-0.479;0.239;-0.304;0.109;-0.321;0.091;-0.246;0.102;-0.254;0.105
1873;5;-0.295;0.201;-0.297;0.1;-0.325;0.089;-0.246;0.102;-0.254;0.105
1873;6;-0.228;0.227;-0.275;0.103;-0.323;0.087;-0.244;0.101;-0.253;0.105
1873;7;-0.189;0.178;-0.267;0.106;-0.321;0.087;-0.243;0.1;-0.252;0.104
1873;8;-0.16;0.208;-0.282;0.105;-0.316;0.086;-0.242;0.1;-0.252;0.103
1873;9;-0.386;0.213;-0.312;0.113;-0.317;0.086;-0.241;0.1;-0.251;0.103
1873;10;-0.246;0.172;-0.304;0.109;-0.32;0.086;-0.241;0.1;-0.25;0.103
1873;11;-0.345;0.197;-0.299;0.109;-0.324;0.086;-0.238;0.099;-0.25;0.102
1873;12;-0.238;0.231;-0.308;0.106;-0.325;0.086;-0.239;0.098;-0.25;0.102
1874;1;-0.235;0.256;-0.315;0.11;-0.325;0.087;-0.238;0.097;-0.249;0.102
1874;2;-0.29;0.244;-0.318;0.108;-0.327;0.088;-0.24;0.097;-0.248;0.101
1874;3;-0.651;0.187;-0.301;0.106;-0.326;0.088;-0.237;0.097;-0.248;0.101
1874;4;-0.378;0.17;-0.308;0.112;-0.327;0.088;-0.237;0.097;-0.248;0.101
1874;5;-0.237;0.198;-0.316;0.121;-0.326;0.088;-0.238;0.096;-0.25;0.101
1874;6;-0.341;0.194;-0.323;0.119;-0.329;0.088;-0.238;0.094;-0.252;0.101
1874;7;-0.276;0.22;-0.344;0.115;-0.326;0.09;-0.238;0.093;-0.253;0.1
1874;8;-0.191;0.196;-0.353;0.112;-0.32;0.09;-0.238;0.092;-0.254;0.1
1874;9;-0.186;0.184;-0.338;0.112;-0.314;0.091;-0.24;0.092;-0.254;0.1
1874;10;-0.333;0.219;-0.339;0.113;-0.309;0.091;-0.239;0.091;-0.254;0.1
1874;11;-0.437;0.217;-0.345;0.115;-0.307;0.092;-0.241;0.091;-0.255;0.1
1874;12;-0.325;0.202;-0.341;0.115;-0.303;0.092;-0.242;0.089;-0.255;0.099
1875;1;-0.485;0.238;-0.338;0.117;-0.299;0.092;-0.242;0.089;-0.258;0.099
1875;2;-0.391;0.224;-0.345;0.119;-0.295;0.092;-0.243;0.088;-0.259;0.098
1875;3;-0.472;0.185;-0.354;0.12;-0.289;0.093;-0.243;0.087;-0.258;0.098
1875;4;-0.399;0.173;-0.343;0.114;-0.282;0.094;-0.243;0.087;-0.259;0.097
1875;5;-0.3;0.184;-0.353;0.112;-0.272;0.094;-0.244;0.086;-0.26;0.097
1875;6;-0.302;0.204;-0.365;0.109;-0.265;0.095;-0.246;0.086;-0.261;0.097
1875;7;-0.237;0.206;-0.358;0.108;-0.26;0.097;-0.247;0.086;-0.261;0.096
1875;8;-0.27;0.218;-0.349;0.108;-0.252;0.098;-0.247;0.086;-0.262;0.096
1875;9;-0.294;0.187;-0.336;0.109;-0.237;0.1;-0.249;0.086;-0.263;0.095
1875;10;-0.201;0.191;-0.327;0.111;-0.225;0.099;-0.249;0.086;-0.263;0.094
1875;11;-0.556;0.209;-0.347;0.114;-0.221;0.1;-0.248;0.085;-0.264;0.094
1875;12;-0.473;0.192;-0.351;0.115;-0.216;0.099;-0.245;0.085;-0.263;0.093
1876;1;-0.398;0.239;-0.347;0.116;-0.211;0.099;-0.242;0.084;-0.266;0.093
1876;2;-0.292;0.198;-0.351;0.116;-0.207;0.099;-0.239;0.084;-0.267;0.092
1876;3;-0.307;0.231;-0.358;0.118;-0.202;0.098;-0.237;0.083;-0.267;0.092
1876;4;-0.291;0.193;-0.365;0.117;-0.199;0.099;-0.237;0.083;-0.267;0.091
1876;5;-0.543;0.203;-0.36;0.119;-0.193;0.1;-0.235;0.083;-0.266;0.091
1876;6;-0.352;0.182;-0.37;0.122;-0.191;0.1;-0.236;0.083;-0.267;0.091
1876;7;-0.182;0.195;-0.36;0.122;-0.189;0.099;-0.235;0.083;-0.269;0.09
1876;8;-0.32;0.215;-0.345;0.123;-0.189;0.098;-0.235;0.083;-0.27;0.09
1876;9;-0.379;0.183;-0.316;0.123;-0.179;0.098;-0.234;0.083;-0.27;0.089
1876;10;-0.284;0.179;-0.304;0.124;-0.178;0.098;-0.234;0.083;-0.271;0.089
1876;11;-0.497;0.212;-0.264;0.122;-0.178;0.098;-0.233;0.083;-0.273;0.088
1876;12;-0.592;0.193;-0.241;0.123;-0.176;0.097;-0.231;0.083;-0.275;0.088
1877;1;-0.277;0.206;-0.216;0.121;-0.175;0.097;-0.227;0.084;-0.279;0.087
1877;2;-0.113;0.228;-0.172;0.12;-0.176;0.097;-0.223;0.084;-0.28;0.087
1877;3;0.036;0.174;-0.129;0.121;-0.178;0.097;-0.221;0.084;-0.281;0.086
1877;4;-0.142;0.189;-0.091;0.123;-0.174;0.096;-0.22;0.084;-0.282;0.086
1877;5;-0.07;0.2;-0.033;0.124;-0.172;0.096;-0.221;0.084;-0.282;0.086
1877;6;-0.077;0.188;0.008;0.126;-0.176;0.096;-0.221;0.084;-0.283;0.085
1877;7;0.118;0.195;0.029;0.132;-0.174;0.096;-0.223;0.084;-0.284;0.084
1877;8;0.212;0.207;0.071;0.134;-0.176;0.096;-0.224;0.083;-0.285;0.084
1877;9;0.142;0.185;0.114;0.134;-0.174;0.096;-0.224;0.083;-0.286;0.084
1877;10;0.169;0.204;0.15;0.133;-0.173;0.096;-0.225;0.083;-0.288;0.083
1877;11;0.196;0.203;0.15;0.132;-0.172;0.096;-0.225;0.082;-0.29;0.082
1877;12;-0.095;0.201;0.163;0.129;-0.173;0.095;-0.226;0.083;-0.291;0.082
1878;1;-0.026;0.289;0.161;0.127;-0.174;0.095;-0.226;0.083;-0.291;0.082
1878;2;0.391;0.267;0.15;0.125;-0.173;0.094;-0.229;0.083;-0.29;0.081
1878;3;0.554;0.182;0.134;0.124;-0.175;0.094;-0.228;0.084;-0.291;0.08
1878;4;0.285;0.182;0.113;0.121;-0.177;0.094;-0.226;0.084;-0.292;0.08
1878;5;-0.072;0.194;0.098;0.117;-0.171;0.093;-0.226;0.084;-0.293;0.08
1878;6;0.089;0.181;0.095;0.116;-0.167;0.094;-0.225;0.083;-0.294;0.079
1878;7;0.094;0.172;0.085;0.111;-0.162;0.093;-0.226;0.083;-0.295;0.079
1878;8;0.069;0.208;0.032;0.105;-0.161;0.093;-0.228;0.083;-0.296;0.078
1878;9;-0.047;0.177;-0.021;0.106;-0.158;0.092;-0.227;0.083;-0.296;0.078
1878;10;-0.085;0.173;-0.07;0.103;-0.153;0.092;-0.228;0.083;-0.297;0.078
1878;11;0.025;0.17;-0.085;0.1;-0.146;0.091;-0.229;0.083;-0.296;0.078
1878;12;-0.134;0.183;-0.11;0.098;-0.146;0.09;-0.229;0.083;-0.296;0.077
1879;1;-0.145;0.211;-0.137;0.099;-0.146;0.089;-0.23;0.082;-0.296;0.076
1879;2;-0.252;0.172;-0.164;0.1;-0.143;0.088;-0.229;0.082;-0.295;0.077
1879;3;-0.073;0.175;-0.186;0.1;-0.142;0.088;-0.228;0.082;-0.293;0.077
1879;4;-0.306;0.164;-0.186;0.1;-0.141;0.087;-0.229;0.082;-0.291;0.077
1879;5;-0.254;0.163;-0.214;0.1;-0.14;0.087;-0.232;0.082;-0.291;0.076
1879;6;-0.211;0.173;-0.246;0.1;-0.134;0.087;-0.234;0.082;-0.291;0.075
1879;7;-0.235;0.198;-0.266;0.1;-0.128;0.087;-0.236;0.082;-0.291;0.075
1879;8;-0.249;0.197;-0.29;0.101;-0.126;0.086;-0.238;0.082;-0.291;0.074
1879;9;-0.309;0.189;-0.311;0.099;-0.128;0.086;-0.241;0.082;-0.292;0.074
1879;10;-0.094;0.179;-0.315;0.101;-0.131;0.085;-0.243;0.081;-0.293;0.073
1879;11;-0.307;0.189;-0.316;0.102;-0.134;0.084;-0.244;0.081;-0.294;0.073
1879;12;-0.519;0.197;-0.325;0.103;-0.138;0.084;-0.245;0.081;-0.294;0.073
1880;1;-0.384;0.216;-0.329;0.101;-0.146;0.083;-0.247;0.081;-0.295;0.072
1880;2;-0.54;0.208;-0.328;0.101;-0.153;0.082;-0.247;0.08;-0.294;0.072
1880;3;-0.319;0.172;-0.334;0.101;-0.159;0.081;-0.247;0.08;-0.295;0.071
1880;4;-0.364;0.187;-0.355;0.101;-0.168;0.08;-0.247;0.08;-0.296;0.071
1880;5;-0.256;0.18;-0.346;0.099;-0.179;0.079;-0.25;0.08;-0.297;0.071
1880;6;-0.329;0.167;-0.322;0.1;-0.187;0.079;-0.252;0.08;-0.299;0.07
1880;7;-0.278;0.184;-0.3;0.097;-0.193;0.078;-0.253;0.08;-0.3;0.07
1880;8;-0.233;0.203;-0.273;0.096;-0.207;0.077;-0.254;0.079;-0.301;0.07
1880;9;-0.389;0.181;-0.254;0.096;-0.218;0.077;-0.256;0.079;-0.302;0.07
1880;10;-0.338;0.172;-0.227;0.096;-0.228;0.078;-0.257;0.078;-0.302;0.07
1880;11;-0.208;0.188;-0.215;0.096;-0.231;0.077;-0.255;0.078;-0.303;0.07
1880;12;-0.223;0.185;-0.217;0.095;-0.235;0.077;-0.253;0.078;-0.303;0.069
1881;1;-0.126;0.203;-0.207;0.094;-0.241;0.077;-0.255;0.078;-0.302;0.069
1881;2;-0.218;0.195;-0.2;0.094;-0.248;0.076;-0.258;0.078;-0.302;0.069
1881;3;-0.091;0.174;-0.193;0.092;-0.253;0.076;-0.26;0.078;-0.302;0.069
1881;4;-0.031;0.175;-0.188;0.092;-0.257;0.075;-0.261;0.077;-0.303;0.069
1881;5;-0.11;0.176;-0.204;0.093;-0.265;0.075;-0.259;0.077;-0.303;0.069
1881;6;-0.364;0.152;-0.204;0.097;-0.268;0.075;-0.26;0.076;-0.303;0.068
1881;7;-0.155;0.172;-0.186;0.098;-0.27;0.075;-0.26;0.076;-0.304;0.069
1881;8;-0.153;0.186;-0.167;0.103;-0.269;0.075;-0.262;0.076;-0.304;0.069
1881;9;-0.303;0.159;-0.17;0.106;-0.276;0.075;-0.263;0.075;-0.304;0.069
1881;10;-0.271;0.168;-0.192;0.106;-0.28;0.076;-0.264;0.075;-0.304;0.069
1881;11;-0.408;0.217;-0.205;0.105;-0.286;0.076;-0.265;0.075;-0.304;0.069
1881;12;-0.223;0.219;-0.202;0.107;-0.291;0.077;-0.263;0.074;-0.303;0.069
1882;1;0.096;0.189;-0.219;0.106;-0.296;0.077;-0.268;0.074;-0.302;0.069
1882;2;0.005;0.216;-0.225;0.103;-0.3;0.077;-0.273;0.073;-0.301;0.069
1882;3;-0.128;0.183;-0.217;0.103;-0.305;0.077;-0.278;0.073;-0.301;0.069
1882;4;-0.295;0.154;-0.224;0.101;-0.311;0.077;-0.28;0.072;-0.301;0.069
1882;5;-0.258;0.161;-0.227;0.097;-0.316;0.076;-0.283;0.072;-0.302;0.069
1882;6;-0.337;0.157;-0.256;0.093;-0.315;0.077;-0.286;0.072;-0.302;0.069
1882;7;-0.357;0.172;-0.299;0.089;-0.32;0.077;-0.29;0.071;-0.303;0.069
1882;8;-0.222;0.178;-0.336;0.086;-0.319;0.076;-0.297;0.071;-0.305;0.068
1882;9;-0.206;0.16;-0.333;0.086;-0.319;0.076;-0.301;0.071;-0.306;0.068
1882;10;-0.355;0.152;-0.335;0.087;-0.322;0.076;-0.306;0.07;-0.306;0.068
1882;11;-0.447;0.153;-0.334;0.088;-0.327;0.076;-0.311;0.069;-0.307;0.068
1882;12;-0.564;0.176;-0.318;0.084;-0.331;0.077;-0.314;0.069;-0.307;0.068
1883;1;-0.419;0.177;-0.311;0.089;-0.332;0.077;-0.317;0.068;-0.31;0.068
1883;2;-0.445;0.17;-0.323;0.092;-0.335;0.077;-0.324;0.068;-0.312;0.068
1883;3;-0.096;0.161;-0.336;0.093;-0.336;0.077;-0.333;0.067;-0.312;0.069
1883;4;-0.318;0.178;-0.331;0.094;-0.336;0.077;-0.338;0.067;-0.311;0.069
1883;5;-0.238;0.174;-0.335;0.094;-0.34;0.077;-0.34;0.067;-0.312;0.069
1883;6;-0.146;0.138;-0.311;0.095;-0.339;0.076;-0.344;0.067;-0.312;0.069
1883;7;-0.275;0.225;-0.297;0.096;-0.347;0.076;-0.347;0.066;-0.312;0.069
1883;8;-0.365;0.177;-0.277;0.097;-0.354;0.077;-0.35;0.066;-0.312;0.068
1883;9;-0.368;0.162;-0.311;0.098;-0.362;0.077;-0.352;0.066;-0.312;0.068
1883;10;-0.289;0.142;-0.332;0.095;-0.368;0.077;-0.352;0.066;-0.312;0.068
1883;11;-0.496;0.147;-0.361;0.094;-0.371;0.077;-0.354;0.066;-0.312;0.068
1883;12;-0.279;0.166;-0.393;0.099;-0.373;0.077;-0.353;0.065;-0.313;0.068
1884;1;-0.247;0.176;-0.416;0.095;-0.375;0.077;-0.353;0.065;-0.314;0.068
1884;2;-0.205;0.184;-0.426;0.094;-0.38;0.077;-0.349;0.065;-0.315;0.068
1884;3;-0.505;0.164;-0.442;0.093;-0.384;0.077;-0.348;0.065;-0.313;0.068
1884;4;-0.565;0.152;-0.456;0.095;-0.387;0.076;-0.345;0.065;-0.314;0.068
1884;5;-0.587;0.172;-0.466;0.097;-0.389;0.076;-0.344;0.065;-0.315;0.068
1884;6;-0.53;0.162;-0.48;0.096;-0.391;0.074;-0.344;0.065;-0.315;0.068
1884;7;-0.556;0.164;-0.517;0.097;-0.409;0.074;-0.344;0.065;-0.315;0.068
1884;8;-0.489;0.172;-0.539;0.095;-0.421;0.072;-0.344;0.065;-0.315;0.068
1884;9;-0.55;0.158;-0.527;0.094;-0.427;0.072;-0.344;0.065;-0.316;0.067
1884;10;-0.468;0.158;-0.523;0.095;-0.429;0.072;-0.346;0.065;-0.316;0.067
1884;11;-0.61;0.168;-0.52;0.095;-0.432;0.072;-0.348;0.065;-0.316;0.067
1884;12;-0.452;0.16;-0.524;0.097;-0.435;0.071;-0.346;0.066;-0.316;0.067
1885;1;-0.682;0.186;-0.506;0.097;-0.434;0.071;-0.347;0.065;-0.315;0.067
1885;2;-0.476;0.16;-0.502;0.097;-0.44;0.071;-0.346;0.065;-0.316;0.067
1885;3;-0.358;0.148;-0.494;0.097;-0.443;0.071;-0.348;0.065;-0.315;0.067
1885;4;-0.514;0.165;-0.483;0.095;-0.444;0.071;-0.348;0.065;-0.315;0.067
1885;5;-0.561;0.182;-0.465;0.093;-0.444;0.071;-0.35;0.065;-0.315;0.067
1885;6;-0.568;0.178;-0.442;0.092;-0.441;0.07;-0.351;0.065;-0.315;0.066
1885;7;-0.348;0.169;-0.438;0.092;-0.44;0.07;-0.353;0.065;-0.315;0.066
1885;8;-0.442;0.177;-0.453;0.095;-0.441;0.07;-0.355;0.065;-0.315;0.066
1885;9;-0.449;0.16;-0.468;0.095;-0.447;0.069;-0.355;0.065;-0.315;0.066
1885;10;-0.336;0.151;-0.457;0.094;-0.448;0.068;-0.355;0.065;-0.315;0.066
1885;11;-0.397;0.161;-0.438;0.092;-0.45;0.068;-0.359;0.065;-0.314;0.066
1885;12;-0.167;0.15;-0.429;0.088;-0.453;0.068;-0.36;0.064;-0.312;0.066
1886;1;-0.639;0.158;-0.424;0.087;-0.453;0.067;-0.363;0.064;-0.312;0.066
1886;2;-0.652;0.176;-0.424;0.087;-0.452;0.067;-0.366;0.064;-0.312;0.066
1886;3;-0.538;0.156;-0.429;0.087;-0.451;0.067;-0.367;0.064;-0.312;0.066
1886;4;-0.39;0.152;-0.44;0.089;-0.447;0.067;-0.37;0.065;-0.313;0.066
1886;5;-0.329;0.161;-0.453;0.088;-0.442;0.067;-0.371;0.064;-0.312;0.066
1886;6;-0.459;0.134;-0.468;0.089;-0.439;0.066;-0.371;0.064;-0.311;0.066
1886;7;-0.284;0.156;-0.495;0.089;-0.437;0.066;-0.373;0.065;-0.311;0.066
1886;8;-0.45;0.171;-0.5;0.088;-0.43;0.066;-0.374;0.065;-0.31;0.066
1886;9;-0.51;0.149;-0.496;0.085;-0.421;0.066;-0.373;0.065;-0.309;0.066
1886;10;-0.463;0.158;-0.496;0.085;-0.41;0.065;-0.374;0.065;-0.308;0.066
1886;11;-0.553;0.158;-0.507;0.085;-0.403;0.065;-0.375;0.064;-0.307;0.065
1886;12;-0.352;0.167;-0.51;0.084;-0.397;0.064;-0.374;0.064;-0.305;0.065
1887;1;-0.957;0.178;-0.515;0.084;-0.391;0.065;-0.377;0.064;-0.304;0.065
1887;2;-0.71;0.153;-0.522;0.083;-0.387;0.065;-0.378;0.063;-0.305;0.065
1887;3;-0.491;0.134;-0.514;0.083;-0.384;0.065;-0.381;0.063;-0.306;0.065
1887;4;-0.391;0.152;-0.51;0.082;-0.382;0.064;-0.382;0.063;-0.306;0.065
1887;5;-0.466;0.149;-0.499;0.081;-0.38;0.064;-0.384;0.063;-0.306;0.065
1887;6;-0.493;0.145;-0.504;0.078;-0.378;0.064;-0.383;0.063;-0.306;0.065
1887;7;-0.346;0.173;-0.453;0.078;-0.374;0.065;-0.384;0.063;-0.308;0.065
1887;8;-0.539;0.181;-0.438;0.078;-0.373;0.064;-0.386;0.063;-0.309;0.065
1887;9;-0.405;0.151;-0.435;0.078;-0.376;0.065;-0.387;0.063;-0.311;0.064
1887;10;-0.422;0.147;-0.434;0.077;-0.375;0.065;-0.387;0.063;-0.312;0.064
1887;11;-0.412;0.145;-0.424;0.076;-0.374;0.065;-0.389;0.064;-0.315;0.064
1887;12;-0.412;0.155;-0.412;0.075;-0.372;0.064;-0.389;0.064;-0.315;0.064
1888;1;-0.355;0.179;-0.404;0.075;-0.374;0.063;-0.393;0.064;-0.316;0.064
1888;2;-0.526;0.145;-0.383;0.076;-0.374;0.063;-0.394;0.064;-0.319;0.064
1888;3;-0.448;0.132;-0.375;0.076;-0.375;0.063;-0.396;0.064;-0.324;0.064
1888;4;-0.382;0.137;-0.347;0.078;-0.374;0.064;-0.396;0.064;-0.327;0.064
1888;5;-0.352;0.151;-0.326;0.079;-0.378;0.064;-0.397;0.064;-0.329;0.064
1888;6;-0.348;0.137;-0.302;0.078;-0.381;0.064;-0.399;0.064;-0.33;0.064
1888;7;-0.25;0.157;-0.282;0.079;-0.379;0.064;-0.398;0.064;-0.332;0.064
1888;8;-0.285;0.164;-0.219;0.078;-0.378;0.063;-0.397;0.064;-0.334;0.064
1888;9;-0.303;0.152;-0.179;0.077;-0.372;0.063;-0.397;0.063;-0.335;0.064
1888;10;-0.091;0.152;-0.142;0.077;-0.372;0.063;-0.397;0.064;-0.337;0.064
1888;11;-0.164;0.152;-0.125;0.077;-0.371;0.063;-0.395;0.064;-0.339;0.064
1888;12;-0.119;0.153;-0.112;0.076;-0.369;0.064;-0.396;0.064;-0.34;0.064
1889;1;-0.119;0.164;-0.105;0.078;-0.37;0.064;-0.399;0.064;-0.341;0.064
1889;2;0.23;0.143;-0.105;0.079;-0.367;0.064;-0.401;0.064;-0.342;0.064
1889;3;0.039;0.135;-0.11;0.079;-0.363;0.064;-0.399;0.064;-0.343;0.064
1889;4;0.064;0.14;-0.128;0.079;-0.361;0.064;-0.399;0.064;-0.343;0.064
1889;5;-0.149;0.151;-0.156;0.082;-0.36;0.064;-0.397;0.064;-0.343;0.064
1889;6;-0.201;0.137;-0.173;0.086;-0.356;0.064;-0.397;0.064;-0.343;0.064
1889;7;-0.158;0.174;-0.2;0.084;-0.345;0.064;-0.394;0.064;-0.343;0.064
1889;8;-0.287;0.167;-0.256;0.082;-0.336;0.064;-0.392;0.064;-0.343;0.064
1889;9;-0.368;0.143;-0.306;0.085;-0.335;0.065;-0.391;0.064;-0.342;0.065
1889;10;-0.304;0.136;-0.345;0.087;-0.336;0.065;-0.389;0.064;-0.342;0.065
1889;11;-0.497;0.162;-0.374;0.087;-0.335;0.065;-0.387;0.064;-0.341;0.064
1889;12;-0.327;0.137;-0.397;0.086;-0.332;0.065;-0.386;0.064;-0.34;0.065
1890;1;-0.447;0.139;-0.421;0.083;-0.334;0.065;-0.384;0.064;-0.34;0.065
1890;2;-0.433;0.139;-0.436;0.082;-0.332;0.065;-0.384;0.064;-0.338;0.065
1890;3;-0.561;0.16;-0.445;0.082;-0.332;0.065;-0.384;0.064;-0.336;0.065
1890;4;-0.41;0.15;-0.444;0.082;-0.329;0.066;-0.382;0.064;-0.335;0.065
1890;5;-0.496;0.16;-0.456;0.082;-0.335;0.066;-0.38;0.064;-0.335;0.065
1890;6;-0.478;0.134;-0.46;0.081;-0.337;0.067;-0.378;0.064;-0.334;0.065
1890;7;-0.44;0.171;-0.462;0.081;-0.346;0.067;-0.377;0.064;-0.333;0.065
1890;8;-0.477;0.17;-0.475;0.082;-0.347;0.067;-0.376;0.064;-0.333;0.065
1890;9;-0.47;0.147;-0.447;0.082;-0.345;0.067;-0.375;0.065;-0.332;0.065
1890;10;-0.297;0.148;-0.443;0.083;-0.344;0.068;-0.374;0.065;-0.331;0.065
1890;11;-0.641;0.16;-0.424;0.085;-0.345;0.068;-0.372;0.065;-0.331;0.065
1890;12;-0.369;0.154;-0.414;0.088;-0.344;0.069;-0.372;0.065;-0.33;0.065
1891;1;-0.477;0.16;-0.405;0.09;-0.343;0.069;-0.368;0.065;-0.331;0.065
1891;2;-0.59;0.171;-0.39;0.09;-0.343;0.069;-0.365;0.065;-0.33;0.066
1891;3;-0.225;0.155;-0.373;0.09;-0.343;0.069;-0.365;0.065;-0.33;0.066
1891;4;-0.358;0.156;-0.376;0.089;-0.346;0.069;-0.365;0.065;-0.33;0.066
1891;5;-0.262;0.146;-0.364;0.088;-0.349;0.069;-0.365;0.065;-0.33;0.066
1891;6;-0.366;0.153;-0.342;0.088;-0.353;0.07;-0.362;0.065;-0.33;0.066
1891;7;-0.334;0.164;-0.325;0.089;-0.36;0.07;-0.361;0.066;-0.33;0.066
1891;8;-0.29;0.171;-0.29;0.088;-0.371;0.07;-0.358;0.066;-0.33;0.066
1891;9;-0.265;0.151;-0.308;0.088;-0.378;0.07;-0.355;0.066;-0.33;0.066
1891;10;-0.339;0.152;-0.318;0.086;-0.387;0.071;-0.352;0.066;-0.33;0.066
1891;11;-0.492;0.147;-0.329;0.087;-0.392;0.071;-0.349;0.066;-0.33;0.066
1891;12;-0.102;0.136;-0.322;0.086;-0.396;0.071;-0.347;0.066;-0.33;0.066
1892;1;-0.274;0.162;-0.333;0.085;-0.398;0.071;-0.341;0.066;-0.332;0.066
1892;2;-0.176;0.149;-0.345;0.084;-0.398;0.071;-0.337;0.066;-0.332;0.066
1892;3;-0.433;0.15;-0.357;0.084;-0.397;0.071;-0.335;0.066;-0.333;0.066
1892;4;-0.483;0.144;-0.351;0.084;-0.396;0.071;-0.333;0.066;-0.333;0.066
1892;5;-0.397;0.152;-0.373;0.084;-0.394;0.071;-0.329;0.066;-0.334;0.066
1892;6;-0.28;0.144;-0.406;0.084;-0.394;0.071;-0.326;0.067;-0.334;0.066
1892;7;-0.461;0.16;-0.458;0.084;-0.394;0.071;-0.325;0.067;-0.334;0.066
1892;8;-0.444;0.166;-0.495;0.086;-0.395;0.071;-0.322;0.067;-0.334;0.066
1892;9;-0.403;0.149;-0.483;0.085;-0.392;0.071;-0.321;0.067;-0.335;0.067
1892;10;-0.269;0.15;-0.473;0.085;-0.39;0.071;-0.319;0.067;-0.335;0.067
1892;11;-0.757;0.132;-0.473;0.086;-0.387;0.071;-0.318;0.067;-0.336;0.067
1892;12;-0.496;0.132;-0.475;0.089;-0.384;0.072;-0.317;0.068;-0.336;0.067
1893;1;-0.9;0.141;-0.451;0.09;-0.38;0.072;-0.315;0.068;-0.335;0.067
1893;2;-0.615;0.134;-0.436;0.09;-0.377;0.073;-0.315;0.068;-0.334;0.067
1893;3;-0.295;0.122;-0.432;0.089;-0.375;0.073;-0.316;0.068;-0.335;0.067
1893;4;-0.362;0.141;-0.429;0.088;-0.373;0.073;-0.317;0.068;-0.335;0.067
1893;5;-0.391;0.17;-0.394;0.089;-0.366;0.073;-0.317;0.069;-0.336;0.067
1893;6;-0.302;0.157;-0.386;0.087;-0.363;0.073;-0.316;0.069;-0.338;0.067
1893;7;-0.173;0.172;-0.356;0.086;-0.358;0.074;-0.317;0.069;-0.339;0.067
1893;8;-0.271;0.181;-0.341;0.085;-0.353;0.074;-0.318;0.069;-0.34;0.067
1893;9;-0.356;0.145;-0.345;0.085;-0.357;0.074;-0.319;0.07;-0.341;0.067
1893;10;-0.23;0.14;-0.358;0.084;-0.359;0.073;-0.322;0.07;-0.342;0.067
1893;11;-0.335;0.135;-0.358;0.083;-0.359;0.073;-0.325;0.07;-0.342;0.067
1893;12;-0.403;0.144;-0.371;0.083;-0.356;0.073;-0.327;0.07;-0.343;0.067
1894;1;-0.544;0.143;-0.38;0.084;-0.352;0.073;-0.328;0.07;-0.345;0.067
1894;2;-0.434;0.147;-0.38;0.085;-0.349;0.074;-0.334;0.07;-0.347;0.067
1894;3;-0.334;0.133;-0.378;0.085;-0.347;0.074;-0.338;0.07;-0.347;0.067
1894;4;-0.52;0.133;-0.378;0.085;-0.342;0.074;-0.34;0.07;-0.347;0.067
1894;5;-0.397;0.143;-0.384;0.086;-0.339;0.074;-0.341;0.071;-0.347;0.067
1894;6;-0.46;0.157;-0.377;0.086;-0.339;0.074;-0.342;0.071;-0.347;0.067
1894;7;-0.27;0.169;-0.369;0.086;-0.337;0.074;-0.343;0.071;-0.347;0.067
1894;8;-0.273;0.169;-0.371;0.084;-0.338;0.074;-0.342;0.071;-0.347;0.067
1894;9;-0.339;0.141;-0.377;0.083;-0.336;0.074;-0.34;0.071;-0.347;0.067
1894;10;-0.224;0.13;-0.357;0.084;-0.329;0.074;-0.338;0.071;-0.347;0.068
1894;11;-0.414;0.143;-0.351;0.085;-0.322;0.074;-0.334;0.071;-0.346;0.067
1894;12;-0.314;0.143;-0.336;0.085;-0.321;0.074;-0.334;0.072;-0.345;0.067
1895;1;-0.453;0.153;-0.331;0.087;-0.316;0.074;-0.333;0.072;-0.344;0.068
1895;2;-0.45;0.128;-0.333;0.087;-0.312;0.075;-0.33;0.072;-0.344;0.068
1895;3;-0.413;0.13;-0.332;0.088;-0.309;0.075;-0.325;0.072;-0.344;0.068
1895;4;-0.279;0.14;-0.332;0.088;-0.308;0.075;-0.323;0.072;-0.344;0.068
1895;5;-0.323;0.154;-0.313;0.088;-0.301;0.074;-0.319;0.072;-0.343;0.068
1895;6;-0.279;0.146;-0.302;0.088;-0.297;0.074;-0.316;0.072;-0.342;0.068
1895;7;-0.212;0.176;-0.283;0.088;-0.284;0.074;-0.314;0.073;-0.342;0.068
1895;8;-0.293;0.167;-0.267;0.089;-0.282;0.074;-0.312;0.073;-0.341;0.068
1895;9;-0.332;0.15;-0.271;0.089;-0.288;0.075;-0.309;0.073;-0.341;0.068
1895;10;-0.216;0.129;-0.289;0.089;-0.289;0.075;-0.306;0.073;-0.34;0.068
1895;11;-0.193;0.125;-0.285;0.088;-0.289;0.074;-0.303;0.073;-0.34;0.068
1895;12;-0.181;0.13;-0.274;0.088;-0.288;0.075;-0.301;0.073;-0.34;0.068
1896;1;-0.219;0.14;-0.265;0.087;-0.291;0.075;-0.299;0.073;-0.339;0.068
